start_date_local,type,distance,moving_time,average_speed,streak,location_country
2023-10-26 07:23:34,Run,5086.34,0:38:43,0:07:36,4,"{'latitude': 30.459015, 'longitude': 114.427525, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490015, 'startLongitude': 114.428985}"
2023-10-27 07:15:48,Run,3038.58,0:24:15,0:07:58,5,"{'latitude': 30.482966, 'longitude': 114.423837, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.489725, 'startLongitude': 114.429811}"
2023-10-30 20:00:14,Run,3269.01,0:24:10,0:07:23,1,"{'latitude': 30.665741, 'longitude': 114.34274, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664942, 'startLongitude': 114.344616}"
2023-10-31 07:22:32,Run,3551.61,0:27:52,0:07:50,2,"{'latitude': 30.481651, 'longitude': 114.425491, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.489898, 'startLongitude': 114.42932}"
2023-11-01 07:16:51,Run,3233.98,0:26:31,0:08:11,3,"{'latitude': 30.489688, 'longitude': 114.429949, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.489886, 'startLongitude': 114.429378}"
2023-11-01 19:38:26,Run,4040.1,0:28:26,0:07:02,3,"{'latitude': 30.660077, 'longitude': 114.339391, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663859, 'startLongitude': 114.338342}"
2023-11-02 07:22:07,Run,5230.13,0:46:28,0:08:53,4,"{'latitude': 30.490854, 'longitude': 114.427722, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490774, 'startLongitude': 114.427706}"
2023-11-03 07:29:27,Run,1048.57,0:10:52,0:10:21,5,"{'latitude': 30.489195, 'longitude': 114.422208, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490006, 'startLongitude': 114.429043}"
2023-11-05 06:53:48,Run,2161.54,0:17:22,0:08:02,1,"{'latitude': 30.651761, 'longitude': 114.57805, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '新洲区', 'districtCode': '420117', 'startLatitude': 30.662404, 'startLongitude': 114.562444}"
2023-11-06 08:00:05,Run,2082.45,0:16:06,0:07:43,2,"{'latitude': 30.48979, 'longitude': 114.428535, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.489946, 'startLongitude': 114.428226}"
2023-11-20 07:17:00,Run,3043.24,0:25:00,0:08:12,1,"{'latitude': 30.479864, 'longitude': 114.411217, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.489923, 'startLongitude': 114.428449}"
2023-11-21 07:27:39,Run,3054.42,0:22:53,0:07:29,2,"{'latitude': 30.479963, 'longitude': 114.410925, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490174, 'startLongitude': 114.428018}"
2023-11-28 07:47:02,Run,1738.02,0:13:04,0:07:31,1,"{'latitude': 30.492385, 'longitude': 114.411585, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.489972, 'startLongitude': 114.428266}"
2023-11-29 07:55:31,Run,2071.06,0:13:34,0:06:33,2,"{'latitude': 30.491677, 'longitude': 114.417601, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490536, 'startLongitude': 114.42719}"
2023-11-30 07:46:18,Run,1864.78,0:12:36,0:06:45,3,"{'latitude': 30.492348, 'longitude': 114.411654, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.489637, 'startLongitude': 114.428473}"
2023-12-01 07:27:01,Run,3537.53,0:24:48,0:07:00,4,"{'latitude': 30.492285, 'longitude': 114.411836, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490058, 'startLongitude': 114.428743}"
2023-12-02 11:29:34,Run,3199.26,0:32:31,0:10:09,5,"{'latitude': 30.660087, 'longitude': 114.343419, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664158, 'startLongitude': 114.34517}"
2023-12-03 09:33:39,Run,1520.85,0:10:53,0:07:09,6,"{'latitude': 30.57148, 'longitude': 114.341253, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '武昌区', 'districtCode': '420106', 'startLatitude': 30.574984, 'startLongitude': 114.34733}"
2023-12-05 07:35:58,Run,3025.99,0:20:34,0:06:47,1,"{'latitude': 30.492052, 'longitude': 114.411096, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490045, 'startLongitude': 114.428801}"
2023-12-06 07:11:30,Run,1849.5,0:13:03,0:07:03,2,"{'latitude': 30.492413, 'longitude': 114.411648, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.489566, 'startLongitude': 114.428486}"
2023-12-07 07:53:37,Run,1051.77,0:07:41,0:07:18,3,"{'latitude': 30.491984, 'longitude': 114.414632, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490932, 'startLongitude': 114.42523}"
2023-12-08 07:28:00,Run,3153.34,0:25:00,0:07:55,4,"{'latitude': 30.49208, 'longitude': 114.413708, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490281, 'startLongitude': 114.429221}"
2023-12-09 07:38:04,Run,994.44,0:07:21,0:07:23,5,"{'latitude': 30.664297, 'longitude': 114.344953, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664351, 'startLongitude': 114.344665}"
2023-12-10 11:01:31,Run,364.33,0:02:40,0:07:19,6,"{'latitude': 30.773776, 'longitude': 114.687196, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '新洲区', 'districtCode': '420117', 'startLatitude': 30.77103, 'startLongitude': 114.686825}"
2023-12-12 07:53:33,Run,2348.17,0:19:47,0:08:25,1,"{'latitude': 30.486039, 'longitude': 114.42887, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.491602, 'startLongitude': 114.412452}"
2023-12-13 07:29:31,Run,1689.62,0:14:16,0:08:26,2,"{'latitude': 30.492177, 'longitude': 114.410906, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490541, 'startLongitude': 114.427198}"
2024-04-14 11:51:14,Run,1031.18,0:07:20,0:07:06,1,"{'latitude': 30.662587, 'longitude': 114.324957, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.662659, 'startLongitude': 114.325554}"
2024-04-15 07:31:23,Run,2021.59,0:17:43,0:08:45,2,"{'latitude': 30.487884, 'longitude': 114.42858, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.49004, 'startLongitude': 114.428953}"
2024-04-16 19:59:00,Run,2045.85,0:15:39,0:07:38,3,"{'latitude': 30.664023, 'longitude': 114.345856, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663794, 'startLongitude': 114.345619}"
2024-04-17 20:11:19,Run,2058.79,0:15:10,0:07:22,4,"{'latitude': 30.655116, 'longitude': 114.334598, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664959, 'startLongitude': 114.34478}"
2024-04-18 20:41:45,Run,3349.65,0:27:07,0:08:05,5,"{'latitude': 30.661927, 'longitude': 114.339763, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664975, 'startLongitude': 114.344379}"
2024-04-21 16:34:11,Run,1025.47,0:08:16,0:08:03,1,"{'latitude': 30.651804, 'longitude': 114.377479, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.651808, 'startLongitude': 114.378002}"
2024-04-25 20:27:42,Run,3219.47,0:24:07,0:07:29,1,"{'latitude': 30.660412, 'longitude': 114.33686, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.66327, 'startLongitude': 114.337852}"
2024-04-25 21:06:02,Run,1345.43,0:10:00,0:07:25,1,"{'latitude': 30.66359, 'longitude': 114.345503, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.665242, 'startLongitude': 114.338386}"
2024-04-26 07:39:08,Run,2664.43,0:20:58,0:07:52,2,"{'latitude': 30.491077, 'longitude': 114.411695, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.489441, 'startLongitude': 114.430108}"
2024-04-26 21:06:40,Run,2056.34,0:16:13,0:07:53,2,"{'latitude': 30.663283, 'longitude': 114.345473, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663606, 'startLongitude': 114.346279}"
2024-04-27 07:25:30,Run,3760.77,0:29:43,0:07:54,3,"{'latitude': 30.664751, 'longitude': 114.345083, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664804, 'startLongitude': 114.345113}"
2024-04-29 07:23:52,Run,5066.05,0:37:55,0:07:29,1,"{'latitude': 30.491589, 'longitude': 114.411899, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490001, 'startLongitude': 114.428924}"
2024-05-08 20:24:58,Run,1972.49,0:16:13,0:08:13,1,"{'latitude': 30.663645, 'longitude': 114.338151, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.661296, 'startLongitude': 114.339667}"
2024-05-09 07:39:09,Run,3248.56,0:25:17,0:07:46,2,"{'latitude': 30.489723, 'longitude': 114.429802, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490302, 'startLongitude': 114.428757}"
2024-05-12 08:08:49,Run,1202.95,0:08:56,0:07:25,1,"{'latitude': 30.662975, 'longitude': 114.343506, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.664584, 'startLongitude': 114.343134}"
2024-05-15 07:52:14,Run,1037.0,0:08:05,0:07:47,1,"{'latitude': 30.490351, 'longitude': 114.430864, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.491097, 'startLongitude': 114.43079}"
2024-05-17 07:42:01,Run,1561.87,0:11:13,0:07:10,1,"{'latitude': 30.48685, 'longitude': 114.429609, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江夏区', 'districtCode': '420115', 'startLatitude': 30.490711, 'startLongitude': 114.428958}"
2024-06-29 22:02:02,Run,3245.83,0:24:09,0:07:26,1,"{'latitude': 30.663465, 'longitude': 114.346334, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663533, 'startLongitude': 114.346016}"
2024-06-30 17:14:56,Run,3433.94,0:27:23,0:07:58,2,"{'latitude': 30.664442, 'longitude': 114.344369, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663534, 'startLongitude': 114.34611}"
2024-07-02 20:17:57,Run,2866.62,0:26:48,0:09:20,1,"{'latitude': 30.664878, 'longitude': 114.343759, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.66348, 'startLongitude': 114.346014}"
2024-07-04 20:45:44,Run,3576.67,0:37:43,0:10:32,1,"{'latitude': 30.66399, 'longitude': 114.345335, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.6634, 'startLongitude': 114.345948}"
2024-09-02 19:21:11,Run,15225.69,0:45:40,0:02:59,1,"{'latitude': 30.664777, 'longitude': 114.345457, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.642547, 'startLongitude': 114.34145}"
2024-09-09 07:54:41,Run,2025.19,0:15:20,0:07:34,1,"{'latitude': 30.491749, 'longitude': 114.422368, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.490247, 'startLongitude': 114.429085}"
2024-09-09 08:08:47,Run,350.0,0:02:10,0:06:11,1,"{'latitude': 30.66432, 'longitude': 114.345162, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': None, 'districtCode': None, 'startLatitude': 0.0, 'startLongitude': 0.0}"
2024-09-21 13:09:17,Run,17138.64,0:50:43,0:02:57,1,"{'latitude': 30.661163, 'longitude': 114.396469, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '洪山区', 'districtCode': '420111', 'startLatitude': 30.663376, 'startLongitude': 114.402116}"
2024-11-24 09:54:19,Run,3069.87,0:23:23,0:07:37,1,"{'latitude': 30.659244, 'longitude': 114.341232, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663459, 'startLongitude': 114.346261}"
2024-11-24 19:05:11,Run,2057.05,0:17:36,0:08:33,1,"{'latitude': 30.664379, 'longitude': 114.344584, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.66457, 'startLongitude': 114.344286}"
2024-11-26 20:03:01,Run,2450.2,0:20:12,0:08:14,1,"{'latitude': 30.66424, 'longitude': 114.345112, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663693, 'startLongitude': 114.345673}"
2024-11-30 19:42:35,Run,2225.63,0:16:39,0:07:28,1,"{'latitude': 30.663771, 'longitude': 114.34629, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663514, 'startLongitude': 114.345769}"
2024-12-03 19:58:12,Run,3046.39,0:22:38,0:07:25,1,"{'latitude': 30.663413, 'longitude': 114.346186, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663877, 'startLongitude': 114.345614}"
2024-12-05 20:40:01,Run,3055.42,0:21:07,0:06:54,1,"{'latitude': 30.663076, 'longitude': 114.34535, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663674, 'startLongitude': 114.345608}"
2024-12-07 09:50:34,Run,3080.73,0:21:07,0:06:51,1,"{'latitude': 30.660339, 'longitude': 114.344851, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663618, 'startLongitude': 114.345734}"
2025-03-05 19:51:01,Run,4533.38,0:36:28,0:08:02,1,"{'latitude': 30.663600815792638, 'longitude': 114.34651344690633, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663515235891044, 'startLongitude': 114.34642160196097}"
2025-03-06 19:41:15,Run,1183.43,0:10:23,0:08:46,2,"{'latitude': 30.664158782115823, 'longitude': 114.34550499039513, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.66339335895168, 'startLongitude': 114.34606757140777}"
2025-06-04 19:46:00,Run,2016.03,0:18:06,0:08:58,1,"{'latitude': 30.662870274045716, 'longitude': 114.34426266192048, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.663017256263892, 'startLongitude': 114.34459264128498}"
2025-06-09 19:04:31,Run,4038.91,0:32:40,0:08:05,1,"{'latitude': 30.6626884639315, 'longitude': 114.33770623225377, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.66513484199318, 'startLongitude': 114.34403641654914}"
2025-06-10 20:02:50,Run,1020.71,0:09:06,0:08:54,2,"{'latitude': 30.665944919483394, 'longitude': 114.34215972102274, 'country': '中国', 'nationCode': '156', 'province': '湖北省', 'city': '武汉市', 'cityCode': '027', 'district': '江岸区', 'districtCode': '420102', 'startLatitude': 30.660817224200066, 'startLongitude': 114.33650546093382}"
